FISCAL_YEAR	ATS SYSTEM CODE	LOCATION_CODE	LOCATION_NAME	BEDS NUMBER	MANAGED_BY_NAME	LOCATION_TYPE_DESCRIPTION	LOCATION_CATEGORY_DESCRIPTION	GRADES_TEXT	GRADES_FINAL_TEXT	OPEN_DATE	STATUS_DESCRIPTIONS	PRIMARY_BUILDING_CODE	PRIMARY_ADDRESS_LINE_1	STATE_CODE	X_COORDINATE	Y_COORDINATE	COMMUNITY_DISTRICT	COUNCIL_DISTRICT	CENSUS_TRACT	BOROUGH_BLOCK_LOT	NTA	NTA_NAME	PRINCIPAL_NAME	PRINCIPAL_TITLE	PRINCIPAL_PHONE_NUMBER	FAX_NUMBER	GEOGRAPHICAL_DISTRICT_CODE	ADMIN_DISTRICT_LOCATION_CODE	ADMINISTRATIVE_DISTRICT_NAME	COMMUNITY_SCHOOL_SUP_NAME	FIELD_SUPPORT_CENTER_NAME	FIELD_SUPPORT_CENTER_LEADER_NAME	SCHOOL_SUPPORT_TEAM_NAME	SCHOOL_SUPPORT_TEAM_LEADER_NAME	HIGHSCHOOL_NETWORK_LOCATION_CODE	HIGHSCHOOL_NETWORK_NAME	HIGHSCHOOL_NETWORK_SUPERINTENDENT	Location 1
2018	02M077      	M077	P.S. 77 Lower Lab School	310200010077	DOE	General Academic	Elementary	0K,01,02,03,04,05	0K,01,02,03,04,05	07/01/1999 12:00:00 AM	Open	M198	1700 3 AVENUE	NY	997980	225284	108	5	15801	1015240023	MN40	Upper East Side-Carnegie Hill                                              	Sandra Miller	PRINCIPAL	212-427-2798	212-423-0634	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"1700 3 AVENUE
MANHATTAN, NY 10128
(40.785018, -73.95042)"
2018	02M089      	M089	P.S. 89	310200010089	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,06,SE	PK,0K,01,02,03,04,05	07/01/1998 12:00:00 AM	Open	M089	201 WARREN STREET	NY	980378	200503	101	1	31703	1000160221	MN25	Battery Park City-Lower Manhattan                                          	VERONICA NAJJAR	PRINCIPAL	212-571-5659	212-571-0739	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"201 WARREN STREET
MANHATTAN, NY 10282
(40.71701, -74.013967)"
2018	02M104      	M104	J.H.S. 104 Simon Baruch	310200010104	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1956 12:00:00 AM	Open	M104	330 EAST  21 STREET	NY	989506	207378	106	2	6400	1009260001	MN21	Gramercy                                                                   	Rocco Macri	PRINCIPAL	212-674-4545	212-477-2205	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"330 EAST 21 STREET
MANHATTAN, NY 10010
(40.735879, -73.981034)"
2018	02M111      	M111	P.S. 111 Adolph S. Ochs	310200010111	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1958 12:00:00 AM	Open	M111	440 WEST  53 STREET	NY	987082	218308	104	3	13300	1010620003	MN15	Clinton                                                                    	Edward Gilligan	PRINCIPAL	212-582-7420	212-245-7236	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"440 WEST 53 STREET
MANHATTAN, NY 10019
(40.76588, -73.989776)"
2018	02M114      	M114	East Side Middle School	310200010114	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1999 12:00:00 AM	Open	M114	331 EAST 91ST STREET	NY	998823	223621	108	5	15400	1015540032	MN32	Yorkville                                                                  	DAVID GETZ	PRINCIPAL	212-360-0114	212-360-0121	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"331 EAST 91ST STREET
MANHATTAN, NY 10128
(40.780452, -73.947379)"
2018	02M116      	M116	P.S. 116 Mary Lindley Murray	310200010116	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,06,SE	0K,01,02,03,04,05	07/01/1926 12:00:00 AM	Open	M116	210 EAST  33 STREET	NY	990372	210523	106	2	7000	1009130007	MN20	Murray Hill-Kips Bay                                                       	JANE HSU	PRINCIPAL	212-685-4366	212-696-1009	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"210 EAST 33 STREET
MANHATTAN, NY 10016
(40.744511, -73.977906)"
2018	02M124      	M124	P.S. 124 Yung Wing	310200010124	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1976 12:00:00 AM	Open	M124	40 DIVISION STREET	NY	985354	199806	103	1	1600	1002890001	MN27	Chinatown                                                                  	ALICE HOM	PRINCIPAL	212-966-7237	212-219-3069	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 3- Manhattan	NULL	NULL	NULL	NULL	"40 DIVISION STREET
MANHATTAN, NY 10002
(40.715097, -73.996017)"
2018	02M126      	M126	P.S. 126 Jacob August Riis	310200010126	DOE	General Academic	K-8	PK,0K,01,02,03,04,05,06,07,08,SE	PK,0K,01,02,03,04,05,06,07,08	07/01/1966 12:00:00 AM	Open	M126	80 CATHERINE STREET	NY	984965	198186	103	1	2500	1001110160	MN27	Chinatown                                                                  	Carlos Romero	I.A. PRINCIPAL	212-962-2188	212-349-7342	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 3- Manhattan	NULL	NULL	NULL	NULL	"80 CATHERINE STREET
MANHATTAN, NY 10038
(40.710651, -73.99742)"
2018	02M130      	M130	P.S. 130 Hernando De Soto	310200010130	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1921 12:00:00 AM	Open	M130	143 BAXTER STREET	NY	984714	201104	102	1	4100	1002360038	MN24	SoHo-TriBeCa-Civic Center-Little Italy                                     	Renny Fong	PRINCIPAL	212-226-8072	212-431-5524	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 3- Manhattan	NULL	NULL	NULL	NULL	"143 BAXTER STREET
MANHATTAN, NY 10013
(40.71866, -73.998326)"
2018	02M131      	M131	M.S. 131	310200010131	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1983 12:00:00 AM	Open	M131	100 HESTER STREET	NY	986022	200219	103	1	1600	1003010003	MN27	Chinatown                                                                  	PHYLLIS TAM	PRINCIPAL	212-219-1204	212-925-6386	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 3- Manhattan	NULL	NULL	NULL	NULL	"100 HESTER STREET
MANHATTAN, NY 10002
(40.716231, -73.993607)"
2018	02M135      	M135	The Urban Assembly School for Emergency Management	310200011135	DOE	Career Technical	High school	09,10,11,12,SE	09,10,11,12	07/01/2013 12:00:00 AM	Open	M520	411 PEARL STREET	NY	983793	198427	101	1	2900	1001130100	MN27	Chinatown                                                                  	Rodolfo Elizondo	PRINCIPAL	212-225-0998	212-225-0996	2	HS03	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 4- Affinity Group	NULL	HS03	H.S. Network 03 Superintendent Office	WALSH, FRED	"411 PEARL STREET
MANHATTAN, NY 10038
(40.711441, -74.000851)"
2018	02M139      	M139	Stephen T. Mather Building Arts & Craftsmanship Hi	310200011139	DOE	Career Technical	High school	09,10,11,12,SE	09,10,11,12	07/01/2013 12:00:00 AM	Open	M625	439 WEST 49TH STREET	NY	986932	217497	104	3	12700	1010590015	MN15	Clinton                                                                    	Larry Gabbard	PRINCIPAL	212-399-3520	212-245-4669	2	HS03	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 1- Affinity Group	NULL	HS03	H.S. Network 03 Superintendent Office	WALSH, FRED	"439 WEST 49TH STREET
MANHATTAN, NY 10019
(40.763655, -73.990318)"
2018	02M150      	M150	P.S. 150	310200010150	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05	PK,0K,01,02,03,04,05	07/01/2000 12:00:00 AM	Open	M840	334 GREENWICH STREET	NY	981234	201421	101	1	3900	1001420025	MN24	SoHo-TriBeCa-Civic Center-Little Italy                                     	Jennifer Bonnet	PRINCIPAL	212-732-4392	212-766-5895	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"334 GREENWICH STREET
MANHATTAN, NY 10013
(40.71953, -74.01088)"
2018	02M151      	M151	Yorkville Community School	310200010151	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/2009 12:00:00 AM	Open	M066	421 EAST  88 STREET	NY	998849	222709	108	5	14402	1015680008	MN32	Yorkville                                                                  	SAMANTHA KAPLAN	PRINCIPAL	212-722-5240	212-427-8069	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"421 EAST 88 STREET
MANHATTAN, NY 10128
(40.777948, -73.947287)"
2018	02M158      	M158	P.S. 158 Bayard Taylor	310200010158	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,06,SE	PK,0K,01,02,03,04,05	07/01/1898 12:00:00 AM	Open	M158	1458 YORK AVENUE	NY	997893	219891	108	5	13200	1014890001	MN31	Lenox Hill-Roosevelt Island                                                	DINA ERCOLANO	PRINCIPAL	212-744-6562	212-772-8424	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"1458 YORK AVENUE
MANHATTAN, NY 10075
(40.770215, -73.950745)"
2018	02M167      	M167	J.H.S. 167 Robert F. Wagner	310200010167	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1956 12:00:00 AM	Open	M167	220 EAST  76 STREET	NY	995931	220373	108	4	13400	1014300005	MN31	Lenox Hill-Roosevelt Island                                                	Jennifer Rehn	PRINCIPAL	212-535-8610	212-472-9385	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"220 EAST 76 STREET
MANHATTAN, NY 10021
(40.771541, -73.957827)"
2018	02M177      	M177	Yorkville East Middle School	310200010177	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2014 12:00:00 AM	Open	M158	1458 YORK AVENUE	NY	997893	219891	108	5	13200	1014890001	MN31	Lenox Hill-Roosevelt Island                                                	Christina Riggio	PRINCIPAL	917-432-5413	917-432-5418	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"1458 YORK AVENUE
MANHATTAN, NY 10075
(40.770215, -73.950745)"
2018	02M183      	M183	P.S. 183 Robert L. Stevenson	310200010183	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/1904 12:00:00 AM	Open	M183	419 EAST  66 STREET	NY	995959	217554	108	5	11600	1014610007	MN31	Lenox Hill-Roosevelt Island                                                	Martin Woodard	I.A. PRINCIPAL	212-734-7719	212-861-8314	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"419 EAST 66 STREET
MANHATTAN, NY 10065
(40.763804, -73.957731)"
2018	02M198      	M198	P.S. 198 Isador E. Ida Straus	310200010198	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1960 12:00:00 AM	Open	M198	1700 3 AVENUE	NY	997980	225284	108	5	15801	1015240023	MN40	Upper East Side-Carnegie Hill                                              	Katharine Macmanus	PRINCIPAL	212-289-3702	212-410-1731	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"1700 3 AVENUE
MANHATTAN, NY 10128
(40.785018, -73.95042)"
2018	02M212      	M212	P.S. 212 Midtown West	310200010212	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05	0K,01,02,03,04,05	07/01/1999 12:00:00 AM	Open	M017	328 WEST  48 STREET	NY	987390	216649	104	3	12700	1010380014	MN15	Clinton                                                                    	KATHLEEN LOUA	PRINCIPAL	212-247-0208	212-757-4933	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 3- Manhattan	NULL	NULL	NULL	NULL	"328 WEST 48 STREET
MANHATTAN, NY 10036
(40.761327, -73.988665)"
2018	02M217      	M217	P.S./I.S. 217 Roosevelt Island	310200010217	DOE	General Academic	K-8	PK,0K,01,02,03,04,05,06,07,08,SE	PK,0K,01,02,03,04,05,06,07,08	07/01/1999 12:00:00 AM	Open	M271	645 MAIN STREET	NY	996320	213836	108	5	23801	1013730001	MN31	Lenox Hill-Roosevelt Island                                                	MANDANA BECKMAN	PRINCIPAL	212-980-0294	212-980-1192	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"645 MAIN STREET
MANHATTAN, NY 10044
(40.753598, -73.956435)"
2018	02M225      	M225	Ella Baker School	310200011225	DOE	General Academic	K-8	PK,0K,01,02,03,04,05,06,07,08,SE	PK,0K,01,02,03,04,05,06,07,08	07/01/1999 12:00:00 AM	Open	M480	317 EAST  67 STREET	NY	995392	218222	108	5	11800	1014420001	MN31	Lenox Hill-Roosevelt Island                                                	LAURA GARCIA	PRINCIPAL	212-717-8809	212-717-8807	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"317 EAST 67 STREET
MANHATTAN, NY 10065
(40.765638, -73.959777)"
2018	02M234      	M234	P.S. 234 Independence School	310200010234	DOE	General Academic	Elementary	0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/1988 12:00:00 AM	Open	M234	292 GREENWICH STREET	NY	981234	201421	101	1	3900	1001420025	MN24	SoHo-TriBeCa-Civic Center-Little Italy                                     	LISA RIPPERGER	PRINCIPAL	212-233-6034	212-374-1719	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"292 GREENWICH STREET
MANHATTAN, NY 10007
(40.71953, -74.01088)"
2018	02M255      	M255	M.S. 255 Salk School of Science	310200010255	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	06/21/2000 12:00:00 AM	Open	M040	319 EAST 19 STREET	NY	989367	207177	106	2	6400	1009250012	MN21	Gramercy                                                                   	Rhonda Perry	PRINCIPAL	212-614-8785	212-614-0095	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"319 EAST 19 STREET
MANHATTAN, NY 10003
(40.735328, -73.981536)"
2018	02M260      	M260	M.S. 260 Clinton School Writers & Artists	310200010260	DOE	General Academic	Secondary School	06,07,08,09,10,11,SE	06,07,08,09,10,11,12	06/21/2000 12:00:00 AM	Open	M868	10 East 15th Street	NY	986370	207476	105	2	5200	1008420034	MN13	Hudson Yards-Chelsea-Flatiron-Union Square                                 	Jonathan Levin	PRINCIPAL	212-524-4360	212-524-4365	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"10 East 15th Street
Manhattan, NY 10003
(40.736526, -73.992727)"
2018	02M267      	M267	East Side Elementary School, PS 267	310200010267	DOE	General Academic	Elementary	0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/2010 12:00:00 AM	Open	M267	213 EAST 63RD STREET	NY	994261	217582	108	4	11000	1014180007	MN31	Lenox Hill-Roosevelt Island                                                	Medea Mcevoy	PRINCIPAL	212-888-7848	212-371-2891	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"213 EAST 63RD STREET
MANHATTAN, NY 10065
(40.763883, -73.963861)"
2018	02M276      	M276	Battery Park City School	310200010276	DOE	General Academic	K-8	0K,01,02,03,04,05,06,07,08,SE	0K,01,02,03,04,05,06,07,08	07/01/2009 12:00:00 AM	Open	M276	55 BATTERY PLACE	NY	979410	196632	101	1	31704	1000160040	MN25	Battery Park City-Lower Manhattan                                          	Theresa Ruyter	PRINCIPAL	212-266-5800	NULL	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"55 BATTERY PLACE
MANHATTAN, NY 10280
(40.706384, -74.017456)"
2018	02M280      	M280	Manhattan Early College School for Advertising	310200011280	DOE	Career Technical	High school	09,10,11,12,SE	09,10,11,12	07/01/2014 12:00:00 AM	Open	M520	411 PEARL STREET	NY	983793	198427	101	1	2900	1001130100	MN27	Chinatown                                                                  	Matthew Tossman	PRINCIPAL	212-225-0880	212-225-0882	2	HS03	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 1- Affinity Group	NULL	HS03	H.S. Network 03 Superintendent Office	WALSH, FRED	"411 PEARL STREET
MANHATTAN, NY 10038
(40.711441, -74.000851)"
2018	02M281      	M281	The River School	310200010281	DOE	General Academic	Elementary	PK,0K,01,02,03,04,SE	PK,0K,01,02,03,04,05	07/01/2013 12:00:00 AM	Open	M281	425 EAST 35TH STREET	NY	992064	210453	106	4	8601	1009670001	MN19	Turtle Bay-East Midtown                                                    	JESSICA ORLEANS	PRINCIPAL	212-251-6640	212-251-6645	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"425 EAST 35TH STREET
MANHATTAN, NY 10016
(40.744288, -73.972592)"
2018	02M282      	M282	Urban Assembly Maker Academy	310200011282	DOE	Career Technical	High school	09,10,11,12,SE	09,10,11,12	07/01/2014 12:00:00 AM	Open	M520	411 PEARL STREET	NY	983793	198427	101	1	2900	1001130100	MN27	Chinatown                                                                  	Luke Bauer	PRINCIPAL	212-225-0890	212-225-0991	2	HS03	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 4- Affinity Group	NULL	HS03	H.S. Network 03 Superintendent Office	WALSH, FRED	"411 PEARL STREET
MANHATTAN, NY 10038
(40.711441, -74.000851)"
2018	02M288      	M288	Food and Finance High School	310200011288	DOE	Career Technical	High school	09,10,11,12,SE	09,10,11,12	09/08/2004 12:00:00 AM	Open	M535	525 WEST  50TH STREET	NY	986272	218160	104	3	13500	1010790029	MN15	Clinton                                                                    	ROGER TURGEON	PRINCIPAL	212-586-2943	212-586-4205	2	HS04	NULL	NULL	Field Support Center - Manhattan	CHU, YUET	School Support Team 1- Manhattan	NULL	HS04	HS Network 04 Superintendent Office	ROSALES, MARISOL	"525 WEST 50TH STREET
MANHATTAN, NY 10019
(40.765474, -73.9927)"
2018	02M289      	M289	I.S. 289	310200010289	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	05/27/1998 12:00:00 AM	Open	M089	201 WARREN STREET	NY	980378	200503	101	1	31703	1000160221	MN25	Battery Park City-Lower Manhattan                                          	Zeynep Ozkan	PRINCIPAL	212-571-9268	212-587-6610	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"201 WARREN STREET
MANHATTAN, NY 10282
(40.71701, -74.013967)"
2018	02M290      	M290	P.S. 290 Manhattan New School	310200010290	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/1999 12:00:00 AM	Open	M190	311 EAST  82 STREET	NY	997329	221700	108	5	13800	1015450005	MN32	Yorkville                                                                  	Doreen Esposito	PRINCIPAL	212-734-7127	212-772-8879	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 4- Manhattan	NULL	NULL	NULL	NULL	"311 EAST 82 STREET
MANHATTAN, NY 10028
(40.775181, -73.952777)"
2018	02M294      	M294	Essex Street Academy	310200011294	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	09/08/2004 12:00:00 AM	Open	M445	350 GRAND STREET	NY	987208	200619	103	1	1800	1004080030	MN27	Chinatown                                                                  	Wallace Simpson	I.A. PRINCIPAL	212-475-4773	212-674-2058	2	HS12	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 5- Affinity Group	NULL	HS12	H.S. Network 12 Superintendent Office	PELLES, KATHY	"350 GRAND STREET
MANHATTAN, NY 10002
(40.717329, -73.989329)"
2018	02M296      	M296	High School of Hospitality Management	310200011296	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	09/08/2004 12:00:00 AM	Open	M535	525 WEST  50TH STREET	NY	986272	218160	104	3	13500	1010790029	MN15	Clinton                                                                    	YVES MOMPOINT JR	PRINCIPAL	212-586-0963	212-265-1307	2	HS04	NULL	NULL	Field Support Center - Manhattan	CHU, YUET	School Support Team 1- Manhattan	NULL	HS04	HS Network 04 Superintendent Office	ROSALES, MARISOL	"525 WEST 50TH STREET
MANHATTAN, NY 10019
(40.765474, -73.9927)"
2018	02M297      	M297	M.S. 297	310200010297	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2017 12:00:00 AM	Open	M868	10 East 15th Street	NY	986370	207476	105	2	5200	1008420034	MN13	Hudson Yards-Chelsea-Flatiron-Union Square                                 	JACQUELINE GETZ	PRINCIPAL	917-678-8367	212-524-4365	2	M802	COMMUNITY SCHOOL DISTRICT 02	LABOY, BONNIE	Field Support Center - Manhattan	CHU, YUET	School Support Team 3- Manhattan	NULL	NULL	NULL	NULL	"10 East 15th Street
Manhattan, NY 10003
(40.736526, -73.992727)"
2018	02M298      	M298	Pace High School	310200011298	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	09/08/2004 12:00:00 AM	Open	M131	100 HESTER STREET	NY	986022	200219	103	1	1600	1003010003	MN27	Chinatown                                                                  	Eric Glatz	PRINCIPAL	212-334-4663	212-334-4919	2	HS04	NULL	NULL	Field Support Center - Manhattan	CHU, YUET	School Support Team 1- Manhattan	NULL	HS04	HS Network 04 Superintendent Office	ROSALES, MARISOL	"100 HESTER STREET
MANHATTAN, NY 10002
(40.716231, -73.993607)"
